job,person,label
899,6210,0
616,32684,1
1286,7002,0
1066,15857,0
813,34883,0
235,19704,0
805,6428,1
1306,43719,0
444,21382,0
306,21041,0
993,44310,1
1020,46526,0
298,13995,0
531,14015,0
431,7500,0
1065,17287,0
562,31836,1
394,15679,0
1690,47446,1
636,13993,0
953,9337,0
318,22695,0
990,44923,0
1807,51636,1
253,10869,0
106,26924,0
955,36061,0
1760,52503,1
1881,52311,1
670,33977,0
1006,46238,0
305,42002,0
660,44112,0
1167,40359,0
306,22225,0
241,16498,0
957,1681,0
239,12733,0
606,34873,0
405,22489,0
265,13921,1
648,29839,0
1020,28214,0
720,34702,0
1463,43098,1
802,7243,0
306,17785,0
504,20802,0
1183,36529,0
774,15021,0
10,45554,0
306,6202,0
955,41767,0
404,10661,0
409,25443,0
826,6875,1
1479,3029,0
322,11030,0
1072,45416,0
1107,32402,0
200,6219,0
540,33347,0
331,12407,0
524,22784,0
539,31039,0
504,7918,0
366,11758,1
709,40374,0
531,4493,0
1981,50866,1
1160,41444,0
580,7965,0
1074,44590,0
1034,42374,0
1875,49813,1
404,14968,0
1558,1760,1
843,2320,1
1789,52076,1
1499,46974,0
447,28238,0
1126,43315,0
172,24180,0
1126,47073,0
306,27006,0
659,38518,0
1758,3917,1
560,5515,0
303,6768,0
1043,44923,0
236,4395,0
1115,41714,0
512,23418,1
701,17222,1
422,25289,0
785,37128,0
573,10722,0
731,4730,1
1679,49993,1
752,20427,0
1063,14184,0
832,10347,1
409,10795,0
440,31379,0
494,19828,0
111,17480,0
296,4639,0
641,15834,1
621,37814,0
770,7358,1
255,8780,0
1245,46698,0
1201,15210,0
110,27433,0
1498,49807,0
1993,53750,1
798,35091,0
486,28711,0
183,2952,0
1428,15716,1
991,18904,0
902,38000,0
144,24351,0
1072,45226,0
1098,35616,0
798,9113,0
573,21311,0
1048,40933,1
860,41256,0
1428,47775,0
800,13997,0
306,25138,0
1760,52748,1
436,29167,0
386,27418,0
1853,51068,1
1365,48210,0
331,12736,0
1380,48391,0
224,19874,0
1054,41812,0
1252,45417,0
1140,42757,0
902,36367,0
1140,36239,0
241,12300,0
1,43642,0
433,32057,0
725,35869,0
155,7216,0
88,3836,0
625,26623,0
309,20633,0
140,17583,0
926,39200,0
792,5484,0
440,11325,0
993,16728,1
1132,3908,1
1038,36257,0
241,31111,0
1244,6438,0
289,6445,0
306,5439,0
306,14639,0
809,39467,0
832,33322,0
2035,54715,1
1000,35841,0
771,19360,0
613,46981,0
488,30405,0
777,32333,0
306,14990,0
1428,45421,1
454,6153,0
503,16475,0
990,35891,0
1348,49046,0
351,34916,0
1016,14426,0
183,14474,0
183,23728,0
1150,10105,0
1234,45121,0
1255,47108,1
910,14452,0
982,39067,0
1075,45052,0
538,36241,0
935,32258,0
1923,53306,1
2016,53740,1
155,50046,0
267,33150,0
488,22148,0
386,20948,0
322,37927,0
88,22111,0
995,37178,0
1372,52950,1
1072,27340,0
220,17353,0
1157,44646,0
1689,53048,1
666,45986,0
878,6289,0
1558,40391,1
1109,6785,0
451,28901,0
382,9424,0
1054,43493,0
422,8825,0
1337,5686,1
1054,42680,0
2063,53805,1
902,32602,0
143,29772,0
298,18323,0
893,7680,0
313,30022,0
990,39322,0
614,46026,1
10,18505,0
1204,831,1
1016,35770,0
347,24977,1
552,38,0
1315,48878,0
105,23627,0
120,23649,0
305,6289,0
659,41746,0
1000,43195,0
1016,7129,0
1791,52488,1
128,20877,0
990,38684,0
246,19777,0
340,24939,0
603,33860,0
279,22847,0
381,26344,0
266,12299,1
1126,46964,0
978,5730,1
144,19009,0
934,14194,0
676,30707,0
990,38705,0
174,19427,0
696,31568,0
440,9727,0
391,938,0
1183,12359,0
51,16883,0
660,43555,0
1217,43105,0
866,10021,0
203,4295,0
998,17549,0
498,47230,1
128,10002,0
977,41908,0
282,14113,0
1094,31601,1
332,34839,0
666,9703,0
985,35921,0
592,16083,0
234,22824,0
567,9300,0
292,6427,0
427,15527,0
428,22596,0
427,30284,0
826,27213,1
152,20179,0
990,35162,0
807,1655,0
1447,47969,0
308,30874,0
313,29469,0
798,35231,0
946,42003,0
152,50588,1
152,30440,0
1981,53539,1
130,14456,0
305,14002,0
659,5600,1
995,39049,0
1213,46034,0
591,8662,0
1016,40487,0
537,31351,0
547,28408,0
1000,28544,0
432,26872,0
592,37696,0
681,29219,1
147,7848,0
1074,40450,0
1695,12558,1
416,10916,0
709,6849,0
894,46047,0
15,46063,0
801,37365,0
153,48707,0
559,6277,0
969,40096,0
841,9626,0
819,22278,0
659,8714,0
697,13023,0
235,21888,0
1644,40430,1
802,31086,0
1312,45133,0
1089,39935,0
220,4063,0
314,6277,0
283,5447,0
1630,52596,1
1063,28547,0
1807,52100,1
660,36624,0
422,25959,0
1582,47243,1
1591,11389,1
133,28201,0
134,29072,0
614,20662,0
337,30267,0
969,35204,0
658,39090,0
833,8805,0
630,28046,0
540,5056,0
353,16914,0
1024,21864,0
207,14436,0
10,22722,0
598,28309,0
405,39892,1
503,21384,0
292,9131,0
297,4087,0
306,23519,0
1063,35485,0
969,40798,0
1000,40026,0
1120,39242,0
902,44839,0
235,19187,0
660,6914,0
593,36370,0
351,24974,0
146,10564,0
834,37259,0
19,22370,0
548,30668,0
995,40401,0
422,33406,0
1200,45341,0
1229,45479,0
1210,16157,0
246,19349,0
501,7105,0
351,28876,0
1907,51035,1
1236,49162,0
540,22731,0
540,32125,0
268,30260,1
548,18615,0
93,3005,0
1468,44354,0
247,25801,0
707,33776,0
10,8516,0
488,28436,0
449,40867,0
398,26573,0
880,28603,0
1735,11441,1
823,5805,0
114,18025,0
803,8630,0
304,23389,0
447,39348,0
422,32776,0
501,29463,0
306,19063,0
1349,14014,0
1194,43927,0
421,26711,0
1653,50365,1
813,25118,0
929,43407,0
111,13341,0
174,24149,0
505,8794,0
152,40314,0
1558,42770,1
1660,5893,1
964,46022,1
1001,24941,0
993,35054,0
818,31536,0
970,31125,0
1213,814,0
440,11979,0
1394,41089,0
602,17057,1
306,21435,0
592,21108,1
887,12300,1
1018,32460,0
802,7942,0
862,41541,0
880,44146,0
1332,44157,0
793,17970,1
591,38494,0
268,9937,0
239,1186,0
1074,10128,0
259,23410,0
463,34540,0
763,33474,0
667,26275,0
391,29952,0
247,31076,0
410,32176,0
1177,43579,0
1049,11972,0
1864,52246,1
593,4303,0
215,16987,0
643,32771,0
1982,12762,1
862,5480,0
1605,50270,1
262,21085,0
1209,3170,0
1248,40429,0
1687,51479,1
259,5958,0
1080,17300,0
451,13133,1
1563,5241,1
447,31237,0
554,6731,1
994,40599,0
990,33551,0
1001,50062,0
110,13680,0
1072,45999,0
297,20918,0
908,44659,0
210,23262,0
940,39151,0
878,35260,0
180,27266,0
216,10500,0
836,38067,0
409,30297,0
149,16670,0
136,14569,0
592,17549,0
292,23387,0
1232,43210,0
101,12013,0
1200,46044,0
703,3316,0
1074,40144,0
297,2489,0
1837,52386,1
643,13773,0
902,10180,0
1365,6224,0
305,13378,0
1151,44535,0
331,26363,0
521,7872,0
1074,45518,0
978,27548,1
1135,37447,0
1763,50757,1
589,8576,0
886,40866,1
1680,50251,1
1881,50798,1
114,6572,0
428,25140,0
1791,50242,1
971,35490,0
1038,37928,0
983,30716,0
150,1006,1
620,34813,0
1113,13632,0
309,25079,0
129,20904,0
498,37577,0
643,33787,0
85,19661,0
774,31684,0
220,24700,0
94,17934,0
617,34289,0
990,13995,0
306,24742,0
1690,4518,1
1230,4501,0
500,5273,0
431,24673,0
170,18865,0
606,31439,0
1310,6735,0
660,47104,0
947,36453,0
1020,17293,0
1907,53944,1
154,29341,0
696,36995,0
540,16353,0
128,27939,0
436,13453,0
573,38558,0
709,12440,0
1484,36177,0
316,1586,0
810,19826,0
994,42777,0
328,9010,1
1948,10724,1
340,8931,0
116,11715,0
229,19871,0
990,32131,0
942,42544,0
1214,15402,0
1155,46306,0
1234,423,0
416,28237,0
322,35190,0
1054,36460,0
405,12039,1
832,14265,1
405,31188,1
319,6526,0
440,1055,0
976,47959,0
129,27643,0
352,7730,0
258,9065,0
592,28376,0
162,18346,0
506,27357,1
380,11364,0
848,42617,0
993,8376,1
184,23349,0
833,37628,0
1339,6273,0
1188,39762,0
1125,7076,1
9,36076,0
154,9434,0
53,11722,0
1000,43697,0
548,29231,0
1000,8772,0
860,32619,0
1066,39127,0
1016,6929,0
603,34135,0
10,27189,0
342,34707,0
1417,33725,0
440,24595,0
174,19725,0
303,6043,0
1200,8179,0
1984,54223,1
998,7636,0
483,25096,0
50,30914,0
282,10021,0
1234,22448,0
990,39055,0
1975,54730,1
427,28423,0
1245,2260,0
305,22334,0
19,15616,0
1213,38544,0
688,12214,0
483,28537,0
305,26865,0
618,36064,0
221,21459,0
500,4304,0
305,7251,0
1312,15420,0
1723,3487,1
573,36876,0
553,4135,0
566,31423,0
130,31035,0
1763,52042,1
422,30267,0
1818,1753,1
463,29248,0
300,16725,0
503,2941,0
1309,1063,1
326,36865,0
1235,43276,0
671,15072,0
1975,52747,1
352,30737,0
1468,50056,1
236,22596,0
1271,28404,1
180,23525,0
573,29796,0
666,43961,0
1365,49179,0
236,21109,0
990,41467,0
610,21416,0
1510,36967,0
1385,8236,0
995,44283,0
902,7141,0
25,18520,0
1611,13185,1
1881,52588,1
1053,42128,0
1059,32748,1
235,22553,0
1974,37395,1
2089,53901,1
709,38147,0
304,23458,0
331,16560,0
92,10865,0
2086,54645,1
551,1278,0
1227,29487,0
309,20663,0
813,25160,0
624,1018,1
667,34445,0
133,28261,0
255,12841,0
4,45750,0
176,8399,0
116,24469,0
372,24775,0
1468,47028,0
1200,43428,0
141,19095,0
777,43637,0
883,39991,0
174,20606,0
1091,27063,0
394,15181,0
354,5946,0
311,2627,1
990,18297,0
246,18441,0
150,24659,0
801,16192,0
551,14008,0
860,35125,0
161,9514,0
860,264,0
1072,40857,0
421,941,0
894,17025,0
900,44762,0
962,16330,0
2035,54284,1
1045,43001,0
1001,46884,0
768,35910,0
1901,52714,1
150,408,0
326,1317,0
405,30975,0
386,26178,0
386,18622,0
456,27182,0
1879,51025,1
1016,11533,0
538,28838,0
791,32955,0
1351,44564,0
902,15087,0
150,7794,0
919,33155,0
549,16774,0
510,8475,0
802,9363,0
223,18309,0
756,26786,1
297,24009,0
1038,40322,0
1047,28220,1
663,22419,0
305,27825,0
787,29856,0
690,37140,0
442,1861,0
1158,27157,0
231,1664,0
663,8826,0
1661,51994,1
523,33970,1
925,41744,0
591,38620,0
628,39315,0
394,23147,0
1020,44856,0
1673,36031,1
413,5826,0
1907,54305,1
160,29908,0
220,10408,0
1046,1634,1
1079,44572,0
1126,41326,0
742,32014,0
860,6662,0
304,17881,0
427,33229,0
391,33358,1
305,27483,0
181,4852,1
592,7571,0
1171,10979,1
1450,46613,0
902,3743,0
187,3117,1
245,6629,0
742,17882,0
1693,1363,1
1372,45378,1
894,42833,0
485,15403,0
220,25181,0
326,41417,0
609,19826,0
1020,30760,0
615,17944,0
1074,35587,0
505,13040,0
917,42136,1
432,19592,0
1507,46723,0
523,190,0
196,24470,0
312,19046,0
540,31419,0
970,41335,0
2038,51356,1
553,28081,0
1665,134,1
95,8149,0
1118,5846,1
663,28324,0
554,25822,1
1038,41767,0
764,37993,0
745,36523,0
469,32909,0
1716,51941,1
308,12415,0
1440,15789,1
108,698,0
1860,1447,1
1161,40164,0
1096,41433,0
660,42059,0
651,31590,0
1372,48414,1
649,13270,0
253,20042,0
1407,46914,0
594,1235,0
509,1820,0
116,23724,0
1009,18625,0
144,22689,0
1000,35339,0
750,1784,0
777,35053,0
309,30120,0
579,40837,0
206,18268,0
1589,20422,1
1744,53185,1
548,2830,0
1063,31331,0
1069,35568,0
176,28169,0
486,29215,0
1591,30155,1
1275,32579,0
628,34585,0
71,10763,0
375,28785,0
1215,44793,0
1016,1501,0
1409,47474,0
788,36860,0
898,27184,0
220,29884,0
618,8426,0
246,21210,0
309,15626,0
128,22263,0
216,17188,0
1855,8989,1
39,25662,0
1000,38032,0
579,42464,0
1298,44120,0
1780,51214,1
588,25963,0
320,50207,0
197,23922,0
530,38582,0
1014,40637,1
351,5317,0
1975,49747,1
1341,6305,1
1115,15337,0
432,5677,0
630,15277,0
1109,37790,0
1077,48758,0
1662,51155,1
566,29454,0
836,32795,0
303,17641,0
591,28385,0
174,44845,0
960,4611,1
1365,48684,0
848,18204,0
772,6951,0
811,31567,0
614,1779,0
419,9741,0
1335,1914,0
1078,9497,0
962,38562,0
510,4135,0
268,19239,0
662,42590,0
993,10988,0
1125,41646,0
1249,44525,0
1007,41777,0
490,11956,0
934,43538,0
1101,40017,0
613,47234,0
987,41590,0
92,18708,0
1261,43356,0
1043,40082,0
268,20340,0
259,22122,0
499,15718,0
1000,3039,0
990,38757,0
95,8461,0
456,32471,0
630,30996,0
1074,40616,0
902,22045,0
624,29422,1
1526,42792,1
707,13802,0
725,1857,0
1496,4115,1
331,15298,0
1271,43115,1
1395,43497,0
306,30871,0
1709,17213,1
614,16313,0
1458,19193,0
990,45262,0
1780,51234,1
748,35322,0
225,20718,0
169,18742,0
772,38083,0
1197,41139,0
2008,54392,1
181,6531,1
432,31505,0
80,52099,1
1016,48806,0
1291,4589,0
196,27392,0
2079,54561,1
1273,11742,0
351,27182,0
1365,2522,0
1079,36598,0
902,37777,0
798,35446,0
1359,47900,0
1591,245,1
1720,1210,1
1006,40817,0
1778,51234,1
1203,12513,0
391,2134,0
1096,6277,0
1365,17431,0
284,17221,0
679,34124,0
125,11374,0
1437,8439,0
1009,45728,0
2035,54126,1
306,24577,0
529,34036,0
728,38269,0
341,12673,0
280,14991,0
897,35151,0
306,18451,0
2010,52471,1
322,42257,0
230,21797,0
910,10971,0
566,34514,0
1662,8301,1
1030,36442,0
920,27777,0
800,32291,0
185,12991,0
561,34518,0
660,38544,0
946,28838,0
630,32054,0
268,22516,0
579,7481,0
898,51961,0
957,40541,0
207,1896,0
750,39965,0
1252,48827,0
372,26414,0
274,1133,0
256,22960,0
929,49536,1
540,6442,0
1880,52069,1
768,2779,0
1907,50386,1
1074,32404,0
908,44822,0
1701,29710,1
153,1684,0
908,2935,0
9,35854,0
1330,50031,0
540,7136,0
1749,11601,1
1209,37880,0
579,8461,0
447,8733,0
1818,51859,1
556,6644,0
268,28413,0
176,25649,0
697,34284,0
940,30112,0
1218,43704,0
1016,42767,0
183,20839,0
1077,45936,0
964,36323,0
962,29182,0
697,33655,0
1803,4342,1
902,4061,0
183,11970,0
1328,37874,0
303,9685,0
271,27699,0
1030,10624,0
812,15824,0
1744,52802,1
109,20535,0
990,16736,0
289,7521,0
485,11613,0
1893,42815,1
303,8363,1
369,26492,0
977,43342,0
154,13466,0
1000,44390,0
252,19757,0
993,47652,1
268,30403,0
505,25757,0
168,21066,0
2035,48035,1
573,45182,0
531,11144,0
1427,37579,0
1170,42683,0
1494,48811,0
435,2308,0
1032,12935,0
1416,13718,0
421,35924,0
352,3884,0
457,5491,0
440,6574,0
1205,40396,0
492,33547,0
777,51552,0
232,5387,1
1416,9054,1
817,37377,1
104,26506,0
660,20215,0
150,14845,0
1337,13111,1
950,30664,0
1078,3319,0
1387,37794,0
112,21586,0
1329,45727,0
402,30110,0
1605,50080,1
1037,38849,0
232,14379,0
183,14363,0
402,34045,0
119,20210,0
457,36137,0
421,24995,0
1067,11951,0
386,30012,0
125,2900,0
305,16420,0
540,8417,0
878,35420,0
292,22007,0
1681,50740,1
252,17760,0
1677,50291,1
1249,38785,0
651,28612,0
469,8095,0
1034,35548,0
442,22594,0
883,11774,0
505,28865,0
770,42476,0
1324,35763,0
270,25170,0
1291,44579,0
618,15608,0
691,33592,0
200,8125,1
1200,37684,0
1111,8012,0
703,34906,0
934,6655,0
1120,12868,0
161,2900,0
1365,47585,0
1098,34031,0
774,12077,0
1993,51951,1
540,38341,0
1625,49758,1
183,18532,0
307,26777,0
73,14074,0
1746,30302,1
282,3842,0
154,35281,0
932,36064,0
995,4141,0
993,32386,0
221,18425,0
1706,51483,1
422,33033,0
658,39006,0
1238,47543,0
108,20970,0
702,25254,0
309,23228,0
35,2919,1
1101,40230,0
813,16726,0
1126,18989,0
1000,39670,0
184,22380,0
966,40484,0
978,15638,1
239,22244,0
1200,39518,0
1098,37575,0
1351,47907,0
614,37066,0
1962,7496,1
287,19730,1
805,13241,1
688,37331,0
1261,42670,0
880,39436,0
836,30671,0
107,27887,0
305,21466,0
413,26736,0
531,28750,0
48,1823,0
1229,10901,0
996,12929,1
1907,47182,1
1762,51498,1
1478,35481,0
573,44968,0
266,17765,0
254,24848,0
880,45126,0
1200,35819,0
309,17755,0
297,11391,0
817,40780,0
706,6504,0
133,15436,0
1016,42130,0
1620,49732,1
488,19024,0
1801,50415,1
503,29703,0
893,14662,0
976,37220,0
693,37718,0
1245,48978,0
2099,3123,1
391,2505,0
505,21380,0
1009,42791,0
998,28813,0
15,41635,1
215,14001,0
832,25076,1
152,16266,0
1238,20718,0
613,38771,0
517,4171,0
331,29149,0
2003,53989,1
538,7936,0
296,25318,0
1975,4657,1
725,50168,0
551,11823,0
298,13208,0
995,32567,0
1433,6134,0
942,35045,0
628,32915,0
1231,40703,0
111,52742,0
578,28600,0
1079,45444,0
2098,7105,1
1065,4126,0
593,3466,0
637,8023,0
567,2406,0
212,26466,0
1468,9703,1
1247,42820,0
592,32328,0
206,14428,0
1059,2433,1
435,28241,0
591,33645,0
108,18506,0
1123,40677,0
306,21141,0
1111,39314,0
405,29644,0
172,20337,0
1762,50970,1
1412,45909,0
836,32338,0
531,1044,0
1245,9643,0
150,8577,1
1974,10537,1
838,36935,0
659,35272,1
1349,34849,0
1413,42730,0
315,16792,0
1916,53278,1
320,37726,0
573,2876,1
708,35018,0
601,14651,1
836,16940,0
772,36006,0
1472,48087,1
1376,48195,0
348,25846,0
1981,53375,1
692,1339,0
882,32976,0
1018,21492,0
550,5856,0
413,20483,0
891,36907,0
1000,7350,0
573,22384,0
994,30774,0
708,15761,0
834,11148,1
1652,6725,1
108,23474,0
451,8377,0
500,37906,0
2008,54007,1
1096,44929,0
787,38661,0
176,17387,0
1526,44794,1
405,34495,0
995,8302,0
509,28630,0
902,4282,0
566,31872,0
512,13039,1
146,18663,0
1054,39241,0
893,18622,0
472,14412,0
1315,33076,0
1929,2945,1
589,17858,0
252,23318,0
421,29621,0
887,41056,1
197,10768,0
479,38543,0
725,10497,0
298,28871,0
691,37648,0
1067,3733,0
1377,49852,0
129,14711,0
467,11217,0
259,7362,0
1441,44532,1
1000,35158,0
176,16124,0
10,46053,0
106,26939,0
1260,48777,0
268,15764,0
690,33431,0
580,16624,0
32,28994,0
1125,39804,0
357,26357,0
934,16284,0
10,26936,0
225,24167,0
280,12868,0
2035,54668,1
268,8285,0
730,4710,0
116,19949,0
557,5194,0
1176,43660,0
413,30098,0
578,11285,0
1043,44732,0
1975,10859,1
1484,33821,0
268,24888,0
111,15978,0
920,18708,0
1018,18638,0
664,32022,0
1472,48634,1
966,43573,0
72,19283,0
405,18833,1
957,10076,0
777,36094,0
1462,48287,0
470,9852,0
993,4452,1
875,34467,0
309,23216,0
368,21532,0
305,13633,0
316,9840,0
794,6691,0
895,10005,0
800,13498,0
306,13983,0
871,9083,0
447,30987,0
432,12098,0
1413,43815,0
305,33337,0
1921,53795,1
1291,12033,0
131,13982,0
150,17137,1
10,46522,0
806,9411,0
836,15849,0
1043,45779,0
922,45118,0
573,33657,0
456,3077,0
512,13205,0
1907,6426,1
1237,44058,0
922,38553,0
99,26632,0
593,20735,0
1852,52525,1
939,46986,0
976,12843,0
255,17188,0
247,33437,0
724,20492,0
786,35842,0
597,35568,0
420,1772,0
125,18490,0
1609,50447,1
829,5180,0
1076,44198,0
1240,44606,0
660,10221,0
1069,41574,0
394,34316,0
1103,11426,0
593,27297,0
971,6472,0
216,19460,0
306,27313,0
159,22811,0
1205,50773,0
900,35772,0
554,7711,1
818,38065,0
922,36596,0
161,13191,0
987,38202,0
1982,54049,1
467,6277,0
1013,39642,0
1000,216,0
385,25522,0
1098,45749,0
161,11450,0
910,36394,0
297,12855,0
713,18267,0
480,28355,0
573,38997,0
692,11949,0
422,26433,0
351,30391,0
451,32005,0
1365,46668,0
1238,36442,0
1069,18336,0
153,42387,0
176,26985,0
630,3640,0
255,26758,0
737,9991,0
1200,36585,0
1974,19995,1
150,39131,0
306,22012,0
62,20641,0
2043,50440,1
183,26866,0
516,28603,0
771,43169,0
409,15955,0
306,3185,0
1054,46075,0
880,10294,0
910,21332,0
457,45341,0
463,8746,0
353,26570,0
817,10885,0
1214,38066,0
539,30867,0
1067,26094,0
421,31565,0
593,11175,0
1291,15332,0
428,29720,0
332,26858,0
437,31122,0
277,19667,0
1355,49063,1
1209,45479,0
405,31211,0
204,6892,1
1221,45603,0
603,15716,1
2012,50944,1
185,21587,0
930,39458,0
1095,23965,0
1032,12365,0
1048,35877,1
746,7581,0
1237,16690,0
321,32817,0
429,34371,0
583,21440,0
111,11450,0
1665,49801,1
907,18718,0
1030,5767,0
690,5283,0
1701,2507,1
1054,6059,0
320,3359,0
1774,13808,1
630,30861,0
259,15827,0
1237,36539,0
800,36572,0
947,40882,0
761,37927,0
1091,17303,0
1186,4401,0
99,24546,0
111,2653,0
331,26832,0
994,43016,0
902,36111,0
1008,19230,1
1370,48032,0
1584,12754,1
591,46190,0
432,25767,0
1054,43075,0
747,29035,0
2071,13223,1
183,11135,0
220,31439,0
108,21753,0
330,26285,0
540,31561,0
551,52135,1
196,18220,0
1221,41551,0
1096,36731,0
1165,16297,0
1236,40550,0
351,17249,0
306,26950,0
1143,42872,0
947,3168,0
949,32379,0
737,34444,0
891,41215,0
1982,53968,1
314,18952,0
1200,18345,0
1063,39586,0
993,669,1
422,26805,0
427,28940,0
674,33457,0
150,36460,0
516,5660,0
4,33643,0
549,15692,0
469,3163,1
613,34519,0
2033,50827,1
183,6772,1
514,11964,1
1377,23072,0
39,966,0
2049,7135,1
1126,43264,0
463,30218,0
161,1244,0
168,14571,0
781,38539,0
1413,43143,0
962,42610,0
297,18478,0
494,2202,0
816,18245,0
141,19213,0
1249,46180,0
978,40975,1
232,18895,1
911,6377,0
985,1293,0
990,37294,0
1252,47813,0
419,14658,0
332,16078,0
243,52222,1
825,14938,0
990,30507,0
32,23392,0
516,8427,0
573,35114,0
920,9552,1
503,30383,0
255,20594,0
1009,46191,0
512,30301,1
1991,52760,1
603,11405,1
808,21062,0
146,7587,0
865,10167,0
1315,12834,0
1236,42871,0
1007,1171,0
309,22697,0
964,42298,1
274,21092,0
781,32170,0
421,37094,0
662,35646,0
152,23174,0
1065,45856,0
823,38467,0
333,14904,0
1916,52247,1
408,21779,0
1236,18585,0
374,31218,0
184,7223,0
1001,50113,0
618,10234,1
1975,53761,1
738,31361,0
412,7004,1
344,26896,0
566,27501,0
821,43790,0
1762,51943,1
152,37384,0
126,44671,0
338,18228,0
643,30934,0
91,20715,0
305,19031,0
1069,7942,0
1234,15480,0
920,4972,1
1126,48746,0
586,25481,0
297,20343,0
440,1960,0
1045,32316,0
112,4895,0
673,33459,0
1220,49979,0
1000,40317,0
8,30124,0
1248,20394,0
1993,5433,1
2008,50990,1
1864,52321,1
1031,46552,0
53,21361,0
1355,43821,1
1321,36416,0
664,20174,0
440,19238,0
331,19061,0
897,10843,0
697,17580,0
306,9451,0
1347,16733,1
47,18785,0
1032,31190,0
540,37346,0
456,32337,0
306,14697,0
2035,51692,1
646,37858,0
566,33678,0
664,949,0
907,47845,0
512,30868,1
714,6213,0
936,34772,0
312,27498,0
1220,4802,0
1995,52413,1
994,40356,0
1204,45746,0
320,36671,0
1993,51358,1
1496,50431,1
442,30650,0
101,18044,0
144,8963,0
394,37585,0
1121,37998,0
267,6052,0
440,38317,0
1445,48777,0
1818,3222,1
292,14036,0
798,17453,1
531,11594,0
987,1777,0
1030,40577,0
2075,5518,1
531,18053,0
268,23877,0
977,36008,0
808,36301,0
592,37658,0
598,35898,0
991,40924,0
384,26019,1
990,1419,0
1312,48056,0
966,11267,0
155,47021,0
1355,17808,1
1067,49202,0
1260,42144,0
1332,44232,0
1574,33695,1
808,45525,0
15,8272,0
1176,43818,1
1468,8018,0
1284,2722,0
483,9095,0
836,25927,0
1227,42698,0
306,15346,0
786,11379,0
1428,13940,0
1334,48535,1
1364,46849,0
348,30445,0
2098,51532,1
333,26014,0
1098,495,0
394,31377,0
993,16166,1
503,12879,0
540,31797,0
1615,50517,1
603,1586,1
161,26772,0
565,3127,0
384,18596,1
277,30525,0
1316,30852,0
372,21075,0
271,23306,1
540,37366,0
1267,49348,0
92,23328,0
88,20626,0
463,8863,1
2020,5893,1
1181,40164,0
548,28783,0
259,12382,0
1948,49985,1
435,29739,0
409,16759,0
1227,44464,0
330,15890,0
933,42323,0
1107,1682,0
9,7820,0
754,13649,0
601,40773,1
1137,3655,1
596,33829,0
933,36551,0
296,24900,0
582,28611,0
463,21775,0
2001,52121,1
306,27390,0
1016,32680,0
1001,37609,0
2001,54372,1
666,39699,0
940,46758,0
532,13259,0
126,15275,0
429,42531,0
973,19159,0
1063,38247,0
1248,38065,0
1194,47531,1
111,11367,0
289,10543,0
306,15736,0
111,30267,0
641,29445,1
1021,40428,0
1234,28742,0
660,33674,0
392,2950,0
787,31661,1
1385,14524,1
591,3806,0
150,6621,0
109,22225,0
614,29062,0
531,13535,0
742,11994,0
1048,15243,0
508,31504,0
417,9791,0
1126,47016,0
994,9302,0
641,8051,1
1974,5198,1
266,17300,0
1188,9467,0
995,44235,0
268,30920,0
386,17778,0
231,15754,0
440,50797,0
552,8956,0
305,23267,0
928,43249,0
573,34328,0
503,32669,0
603,21021,0
71,16110,0
505,25895,0
114,52016,0
980,5919,1
1091,40699,0
674,3783,0
483,7447,0
351,32254,0
697,33294,0
440,46208,0
220,118,0
108,18121,0
514,18222,0
56,16121,0
553,6252,0
216,13176,0
211,21296,0
174,30524,0
911,36311,0
328,26502,0
177,24351,0
1000,48350,0
980,36414,1
1298,11630,1
271,19258,1
304,6254,0
520,21097,1
772,23529,0
1126,21303,0
902,38136,0
253,10305,0
1000,10473,0
266,15236,0
358,38382,0
737,17633,0
1128,46550,0
1155,46061,0
39,30145,0
268,26259,0
862,12879,0
1652,50507,1
10,23574,0
1009,44808,0
949,46017,0
150,29109,0
504,31732,0
1158,15765,0
421,30996,0
440,2235,0
150,17570,1
675,34127,0
592,33360,0
129,24028,0
255,22271,0
1334,11101,1
259,19569,0
1220,43846,0
28,35489,0
416,26508,0
573,12981,0
178,21983,0
982,29528,0
1204,247,0
573,35322,0
1251,49199,0
365,30493,0
1433,26524,1
568,19619,0
930,15280,0
845,1950,0
802,8999,0
172,24408,0
1316,40375,0
306,15665,0
1924,51034,1
998,48960,0
561,37968,0
307,27633,0
1139,46322,0
183,23802,0
830,963,0
966,42052,0
1552,51031,1
681,5004,1
902,35482,0
258,8587,0
1126,49612,0
1238,45134,0
13,50022,1
1117,27725,0
912,1411,0
203,23709,0
742,51205,0
531,23570,0
579,48838,0
538,34125,0
419,4313,0
351,28715,0
677,20444,1
949,7165,0
469,36668,0
1234,44315,0
504,22980,0
112,20177,0
1149,47168,0
285,27345,0
306,10248,0
531,19469,0
1030,40121,0
891,10928,0
109,13269,0
1394,43262,0
926,36587,0
175,12572,0
1067,43478,0
860,7928,0
204,3717,0
1463,3860,1
172,6673,0
658,9212,0
1349,45777,0
1750,51841,1
444,29207,0
659,17359,0
1818,51525,1
269,2700,0
348,4639,0
515,10450,0
969,33984,0
305,14629,0
709,39602,0
307,3051,0
1428,49189,0
662,6277,0
612,38417,0
834,35776,0
1749,52880,1
1229,45874,0
1818,48860,1
384,29027,1
1218,2960,0
268,18132,0
1975,53374,1
1000,42504,0
934,16439,0
1907,54674,1
154,18146,0
